groupID,n_PAS,dominant_featureID,dominant_abundance,dominant_meanUsage_Control,dominant_meanUsage_Experimental,dominant_delta_usage,dominant_padj,wUTR_Control,wUTR_Experimental,delta_wUTR,chisq_stat,chisq_pvalue,single_dominant_site,chisq_padj
ABCD3,3,chr1_+_94518662,109.029456117252,0.487562189054726,0.714158799903777,0.22659661084905,0.646504526005959,131.717845709066,169.316910843765,37.5990651346993,73.7714833816814,9.56590189925952e-17,FALSE,6.08881919864662e-16
ABCE1,8,chr4_+_145129159,282.527273107903,0.395949140240675,0.461128241687736,0.0651791014470615,0.905107986118386,1072.95114441165,1090.85835969724,17.9072152855911,128.879929941092,1.07721230591763e-24,FALSE,1.53682288977581e-23
ABCF2,5,chr7_-_151213511,332.358931595267,0.740951738476278,0.541763584741477,-0.199188153734801,0.7217195014275,302.999178617055,490.085766732316,187.086588115261,192.335154126201,1.6690652566586e-40,FALSE,1.23312130747896e-38
ABCG1,2,chr21_+_42297242,154.657453055522,0.973892722824698,0.983122362869198,0.00922964004450044,0.0641751317101751,318.462920363676,321.481012658228,3.01809229455165,0.371333909818974,0.542278069348762,TRUE,0.581842617285341
ABHD10,3,chr3_+_111993361,306.960371699217,0.826885206436794,0.941879843930959,0.114994637494166,0.202439242929394,1152.2674898582,1311.15678764527,158.889297787073,98.3986402781541,4.29543103069987e-22,FALSE,4.6767447327234e-21
ABHD11,3,chr7_-_73736097,65.5500562215581,0.782284210728854,0.861471861471861,0.0791876507430075,0.777689132963555,242.75887737628,261.121212121212,18.3623347449326,15.5374745401395,0.000422746744886504,FALSE,0.00069646039255791
ABHD13,6,chr13_+_108230908,107.58878950208,0.728780133787707,0.622046200672775,-0.106733933114931,0.999956762877916,860.451887963314,822.527996827469,-37.923891135845,36.7485119273452,6.72651565793126e-07,FALSE,1.54552966209261e-06
ABHD15,4,chr17_-_29560673,43.5036113349899,0.398070144560776,0.373537212795194,-0.0245329317655821,0.863197840732914,490.583541445671,349.302400696641,-141.28114074903,32.0872824215196,5.01642044971619e-07,FALSE,1.16730053659312e-06
ABHD17B,3,chr9_-_71865153,52.2346889518344,0.775704464175607,0.657732272190104,-0.117972191985504,0.999956762877916,229.292707177211,198.231789183596,-31.0609179936141,4.17301086586115,0.124120124923291,FALSE,0.148161087761866
ABHD18,3,chr4_+_128039709,6.73283126048127,0.185185185185185,0.467661691542289,0.282476506357103,NA,1225.58823529412,1862.17910447761,636.590869183494,35.7640069525882,1.71373854492863e-08,FALSE,4.67287408164635e-08
ABHD2,8,chr15_+_89202360,278.525115140131,0.422704743460054,0.442584909552088,0.0198801660920338,0.999956762877916,5316.82759169758,5416.70162284763,99.8740311500533,132.478950914797,1.90645634826922e-25,FALSE,2.95651714612048e-24
ABHD4,2,chr14_+_22612358,97.629531785227,0.882716707538117,0.814020486555698,-0.0686962209824192,0.0632199645895404,70.8391086469773,112.331626120359,41.4925174733812,10.4534448252885,0.00122420937191724,FALSE,0.00191034532615499
ABHD5,7,chr3_+_43718799,126.718788711951,0.561834445212787,0.388519223060456,-0.173315222152331,0.831156658315084,818.943966560967,1153.32686602652,334.382899465554,144.528622797189,1.10877690543893e-28,FALSE,2.34848787547918e-27
ABHD6,2,chr3_+_58294732,23.9194827357343,0.844444444444444,0.824561403508772,-0.0198830409356725,0.887862663905781,184.933333333333,180.578947368421,-4.3543859649123,1.52759798363885,0.216473302828886,FALSE,0.248802278107773
ABI1,9,chr10_-_26747813,158.578454183561,0.336934210843047,0.34505813281557,0.00812392197252237,0.999956762877916,632.123537293908,642.284706619975,10.1611693260676,55.0511452439557,4.3150225254475e-09,FALSE,1.25428710973898e-08
ABI2,7,chr2_+_203429752,222.973447326615,0.564477794355457,0.531590727147673,-0.032887067207784,0.999956762877916,2390.20090951981,2940.60786215205,550.406952632246,84.1957667501329,4.8443687067271e-16,FALSE,2.85780914391145e-15
ABI3,3,chr17_+_49223225,56.2953374287805,0.664250173507196,0.349761608623549,-0.314488564883647,0.398920066696381,140.596843699088,87.6524150082919,-52.9444286907958,90.2163292970869,2.56905264759522e-20,FALSE,2.32413130189154e-19
ABI3BP,3,chr3_-_100749337,145.078211052748,0.916467220597565,0.804436242591785,-0.112030978005779,0.404583624865684,190.051256401925,185.924460981441,-4.12679542048386,22.8640438083732,1.08426632572966e-05,FALSE,2.16434764151762e-05
ABL2,6,chr1_-_179102033,882.60574890272,0.362050835154533,0.387979530219182,0.0259286950646487,0.999956762877916,6140.56020645079,6057.64160216521,-82.9186042855827,96.7192482727107,2.59519538699265e-19,FALSE,2.11639718418875e-18
ABLIM1,4,chr10_-_114431113,234.33883268591,0.927854997506808,0.898218367865307,-0.029636629641501,0.231539540901099,4918.67080316502,4588.71303990227,-329.957763262754,113.886510285108,1.59881830081953e-24,FALSE,2.22972278087326e-23
ABLIM3,2,chr5_+_149260436,256.577289962548,0.906284853425247,0.867060891634941,-0.0392239617903052,0.781479819141499,1793.53772492856,1715.91350454555,-77.6242203830141,7.65387869706395,0.00566503907735326,FALSE,0.00814201771979026
ABRACL,3,chr6_+_139043296,1578.96942714399,0.942709008537514,0.904809352626541,-0.0378996559109732,0.907792737963339,298.507712687789,291.103665223478,-7.40404746431079,55.4342878843772,9.17481533473752e-13,TRUE,3.91332673315334e-12
ABRAXAS1,3,chr4_-_83460945,36.9615959580124,0.497691197691198,0.799669421487603,0.301978223796406,0.87665300293847,376.833044733045,258.254655647383,-118.578389085662,40.6939421781164,1.45687648175966e-09,FALSE,4.46487676335824e-09
ABRAXAS2,2,chr10_+_124836667,166.730953626791,0.985915492957746,0.918576539986462,-0.0673389529712849,0.137202075445353,713.802816901409,665.049414950198,-48.7534019512103,38.950290583115,4.34735573053275e-10,FALSE,1.41774512158099e-09
ABT1,3,chr6_+_26599147,613.259760662349,0.964509000914289,0.948938522756919,-0.0155704781573694,0.82070168982671,38.5046682413633,51.9048990144677,13.4002307731044,4.36350394349725,0.112843658456198,TRUE,0.135377487798021
ACAA2,2,chr18_-_49783505,432.238983922522,0.994402985074627,0.991836734693878,-0.00256625038074931,0.796657163521314,1.70708955223881,2.48979591836735,0.782706366128541,0.851136626748256,0.356230990345819,TRUE,0.394780272515384
ACAD8,2,chr11_+_134265850,106.004276863652,0.884877838768701,0.966330532212885,0.0814526934441843,0.605701326715416,168.126789366053,183.602801120448,15.476011754395,31.5316773663462,1.96213086013401e-08,FALSE,5.31282029580788e-08
ACADM,4,chr1_+_75763490,72.7222454178704,0.406419460296285,0.746764812748732,0.340345352452446,0.0619180703006875,356.578091026623,564.053419852353,207.475328825731,83.3828264937873,5.770925627352e-18,FALSE,4.1260788529201e-17
ACADSB,4,chr10_+_123058289,38.7598990092079,0.724604535925291,0.459770114942529,-0.264834420982762,0.999956762877916,2495.36458928912,1650.34674702934,-845.017842259773,32.3386863430953,4.44017862083265e-07,FALSE,1.03710005724078e-06
ACAP2,2,chr3_-_195274746,105.912609827971,0.951566951566952,0.959744965179748,0.00817801361279624,0.0408386435627344,3850.99145299145,3884.08787408244,33.0964210909865,0.0199082918778286,0.887793513842964,TRUE,0.910083671441928
ACAP3,2,chr1_-_1292871,8.7880370537337,0.428240740740741,0.722943722943723,0.294702982202982,NA,273.872685185185,132.709956709957,-141.162728475229,2.02867063492064,0.154355569755201,FALSE,0.181943146419901
ACBD3,5,chr1_-_226144681,341.101365030922,0.743385147338855,0.805114329458162,0.0617291821193064,0.961328539833233,1001.33742033142,1032.52141630989,31.1839959784759,67.005337514729,9.72363209387483e-14,FALSE,4.60296420858789e-13
ACBD5,3,chr10_-_27195220,100.304850937274,0.8268722882475,0.834013852342498,0.00714156409499722,0.000136357945922319,1669.92109979249,1597.31101230983,-72.6100874826593,24.8444509084558,4.0280609395898e-06,FALSE,8.48257420804014e-06
ACCS,2,chr11_+_44084019,5.55361228135893,0.5,0.647058823529412,0.147058823529412,NA,107.5,75.8823529411765,-31.6176470588235,0.222717107098446,0.636977372341129,FALSE,0.674817612282186
ACE,2,chr17_+_63498374,51.3901029355702,0.84891975308642,0.906103286384977,0.0571835332985567,0.696408649260207,641.783333333333,685.014084507042,43.2307511737089,13.0320716911391,0.000306201633687387,FALSE,0.000513730018562833
ACER3,7,chr11_+_77026796,51.3295430666345,0.250076507054312,0.254549349635286,0.0044728425809743,0.999956762877916,3811.18718111725,3503.63806741563,-307.549113701618,58.9380098624252,7.39482454519779e-11,FALSE,2.59718625509324e-10
ACIN1,2,chr14_-_23058567,237.034226851441,0.952548555654146,0.861799717839194,-0.0907488378149512,0.362245595974978,27.6239081139702,24.9921918173366,-2.63171629663358,41.0761568489355,1.46411569717003e-10,FALSE,5.00071657492418e-10
ACLY,3,chr17_-_41866919,1560.41982995899,0.923163293208182,0.918706878295827,-0.00445641491235538,0.999956762877916,617.14590297206,619.290301189563,2.14439821750352,8.08971122030919,0.0175122330618763,TRUE,0.0236160187705354
ACO1,5,chr9_+_32450832,675.615369814981,0.962004073353721,0.952292665192665,-0.00971140816105642,0.069927586965739,84.3241986395749,65.1788705980191,-19.1453280415558,40.4976633781771,3.41490942298109e-08,TRUE,9.02979457989802e-08
ACO2,2,chr22_+_41528973,531.062833422022,0.988065843621399,0.995775729646697,0.00770988602529821,0.0129116076098365,165.006995884774,166.294546850998,1.28755096622481,4.80974609236149,0.0282992146179773,TRUE,0.0372481285088371
ACOT11,2,chr1_+_54610124,18.7495436918706,0.447115384615385,0.569407603890362,0.122292219274978,0.578725518710825,112.235576923077,87.4102564102564,-24.8253205128205,33.3728589530326,7.60783137593769e-09,FALSE,2.14805284436166e-08
ACOT13,2,chr6_+_24701713,324.853239853312,0.947878787878788,0.977008409375559,0.0291296214967712,0.999956762877916,58.5842424242424,25.8425478618715,-32.7416945623709,13.4280461610171,0.000247890163236314,TRUE,0.00041998535436652
ACOT9,3,chrX_-_23703679,400.633532032577,0.710848774449874,0.591807314726805,-0.119041459723068,0.958357701602974,676.669405736759,939.141402716158,262.471996979399,62.9912911311818,2.09707965481213e-14,FALSE,1.05295116001327e-13
ACOX1,7,chr17_-_75945584,99.2059702674092,0.335740082042057,0.306472057395037,-0.0292680246470194,0.999956762877916,2726.01438624047,2896.93021810825,170.915831867781,97.61417628102,7.89002324682916e-19,FALSE,6.13602559772203e-18
ACOX3,4,chr4_-_8366621,82.0881659009342,0.494180272784924,0.26675931897795,-0.227420953806974,0.0600333706035726,57.2041154366736,56.1581625626145,-1.04595287405905,78.8635284191709,5.38005054948197e-17,FALSE,3.52944965222887e-16
ACP1,3,chr2_+_278280,356.259860026353,0.5581278822472,0.509230766356735,-0.0488971158904654,0.999956762877916,440.432790308993,400.472070771442,-39.9607195375506,8.98668635193934,0.0111831938586097,FALSE,0.015484944828312
ACP2,2,chr11_-_47239303,297.855345376812,0.945349756115735,0.991421568627451,0.0460718125117163,0.017537365724945,456.6039322039,478.856617647059,22.252685443159,37.6209448698067,8.5916956897694e-10,TRUE,2.71763830024e-09
ACSL3,4,chr2_+_222942236,393.475232834324,0.447813078620362,0.393978964312022,-0.0538341143083404,0.999956762877916,1188.76441299454,1303.63018237929,114.865769384746,37.3790924106762,3.82536003199876e-08,FALSE,1.00679322979577e-07
ACSL4,3,chrX_-_109641332,1239.66328850765,0.983206112150375,0.977513364838488,-0.00569274731188707,0.901100150400131,2644.20669070471,2633.08852288903,-11.1181678156781,3.98246214442984,0.136527247046469,TRUE,0.162098353772792
ACTB,2,chr7_-_5527156,28630.5751009168,0.989734131400718,0.99144214969848,0.00170801829776202,0.999956762877916,506.743875277167,507.618380645622,0.874505368454152,21.831515020668,2.97670486529365e-06,TRUE,6.36575823363625e-06
ACTL6A,2,chr3_+_179588406,196.730634569565,0.951073141830553,0.945378343453749,-0.00569479837680342,0.0104624103556783,117.933069586989,117.226914588265,-0.706154998723633,0.572878839393694,0.449117204753345,TRUE,0.488728979957787
ACTN1,6,chr14_-_68874682,8576.39457223169,0.522147991022572,0.510314512351968,-0.0118334786706036,0.999956762877916,188.745760343152,191.44965508537,2.70389474221801,61.9585813169359,4.78288232533595e-12,FALSE,1.88341165679156e-11
ACTR10,3,chr14_+_58234789,843.47182588762,0.980198154050338,0.967900339629227,-0.0122978144211108,0.754521863555304,16.3608582740722,26.9041404337768,10.5432821597046,10.2446374528875,0.00596218218530198,TRUE,0.00853941902653684
ACTR1A,2,chr10_-_102479230,1382.34986980757,0.761504684644839,0.750674745693021,-0.0108299389518174,0.999956762877916,1197.08536426169,1180.06070022943,-17.0246640322571,1.97668740660077,0.15973981698024,FALSE,0.187932759086137
ACTR2,11,chr2_+_65271251,2945.08115142172,0.497247242640929,0.477918131613792,-0.0193291110271376,0.999956762877916,2066.17339499294,2098.90653145577,32.7331364628217,168.654001717878,5.2692274874234e-31,FALSE,1.41048565001678e-29
ACTR3,16,chr2_+_113958594,1002.61473645644,0.405294560289437,0.357400066685593,-0.047894493603844,0.999956762877916,781.478290541994,774.083271202525,-7.39501933946917,193.761725375093,3.92115562660523e-33,FALSE,1.32253759884305e-31
ACTR3B,2,chr7_+_152855371,29.3810653456649,0.744444444444444,0.680555555555556,-0.0638888888888889,0.544743814754742,296.288888888889,270.861111111111,-25.4277777777777,0.943463366940737,0.331388741067227,FALSE,0.369095213040777
ACTR6,2,chr12_+_100224420,74.3022704171467,0.905200655200655,0.967213114754098,0.0620124595534431,0.999956762877916,210.006552006552,224.393442622951,14.3868906163988,6.54205287171884,0.0105353707212977,FALSE,0.0146269598873318
ACTR8,5,chr3_-_53868497,78.3736144295564,0.397076597134294,0.431248937069665,0.0341723399353712,0.862162542520944,138.72316564927,126.326450079932,-12.3967155693372,7.89745273103199,0.0954076875071531,FALSE,0.115916231141228
ACTRT3,4,chr3_-_169766925,25.7992497891605,0.225860155382908,0.655833929849678,0.42997377446677,0.217530969439216,203.426948137746,355.856931519924,152.429983382178,54.8811450526574,7.27897167633128e-12,FALSE,2.8075387335806e-11
ACVR2A,3,chr2_+_147927944,22.3051239540365,0.664426205264715,0.387933322715931,-0.276492882548783,0.999956762877916,997.209642117717,1362.19456389022,364.984921772499,17.356926700841,0.000170212423590449,FALSE,0.000293917167724631
ACVRL1,3,chr12_+_51923360,1141.60217073699,0.630759785260677,0.638205601907388,0.0074458166467114,0.999956762877916,1613.30902504916,1632.06408650087,18.7550614517099,50.1041970158714,1.31829273251823e-11,FALSE,4.9825363568868e-11
ACYP2,2,chr2_+_54305143,92.4553462000713,0.788198543880362,0.887887379010046,0.0996888351296837,0.588415373071142,91.431031090122,102.994935965165,11.5639048750433,18.5533428225752,1.65215235565027e-05,FALSE,3.22733947723185e-05
ADAL,3,chr15_+_43353903,3.3291644395225,0.333333333333333,0.5,0.166666666666667,NA,620.333333333333,918.036585365854,297.70325203252,2.76677609718069,0.250727634987554,FALSE,0.284815209298026
ADAM10,10,chr15_-_58595396,548.206494477234,0.497005490043716,0.524318967859789,0.0273134778160727,0.999956762877916,1584.50073440184,1629.02998950127,44.5292550994286,168.17420295112,1.48108538654931e-31,FALSE,4.27517019019769e-30
ADAM12,3,chr10_-_126014339,78.6507373608471,0.66188136438083,0.4895894294989,-0.17229193488193,0.765216363314635,1081.35058985497,1303.93455910727,222.583969252305,24.9007972135003,3.91616144648155e-06,FALSE,8.26094423414836e-06
ADAM17,4,chr2_-_9489285,794.401016986082,0.722772503504348,0.655090127633525,-0.067682375870823,0.999956762877916,197.288221193213,245.34531689686,48.0570957036469,161.124777622449,1.0480718448352e-34,FALSE,3.96605723722394e-33
ADAM23,5,chr2_+_206617953,69.5996624090685,0.357951904747604,0.362762087816504,0.0048101830688998,0.999956762877916,1226.08711472817,1102.92758341865,-123.159531309522,29.8999700149173,5.1293730526996e-06,FALSE,1.06678582992807e-05
ADAMTS1,6,chr21_-_26836289,454.973528315385,0.656135992076261,0.746280676118643,0.090144684042382,0.924045287613178,777.570955363684,852.990168578572,75.4192132148875,54.3389140473039,1.78520933452606e-10,FALSE,6.0474940666314e-10
ADAMTS7,2,chr15_-_78759209,161.318427057624,0.956896551724138,0.96969696969697,0.0128004179728318,0.178170860120236,51.6724137931034,52.3636363636364,0.691222570532922,0.425003797812094,0.514450747770537,TRUE,0.554766523138828
ADAMTSL1,3,chr9_+_18910947,281.467142941375,0.769665380580642,0.818295797020226,0.0486304164395839,0.988595670759581,504.847381909376,534.434953073255,29.5875711638791,38.2036321341547,5.06042144759281e-09,FALSE,1.45560608313566e-08
ADAMTSL5,2,chr19_-_1505726,15.3709774826223,0.395833333333333,0.764445754716981,0.368612421383648,0.165967828182891,424.125,165.359080188679,-258.765919811321,7.00319036808493,0.00813645798697623,FALSE,0.0114578757129963
ADAR,2,chr1_-_154582062,535.192094201711,0.932994288895594,0.923079397880834,-0.00991489101475995,0.999956762877916,214.588686445987,212.308261512592,-2.28042493339478,6.75402270636131,0.00935365636695307,TRUE,0.013071108176832
ADARB1,4,chr21_+_45226559,58.4884515679704,0.378293846274142,0.787008978675645,0.408715132401504,0.223032790762129,1552.74630541872,3269.02989618406,1716.28359076534,157.246947870488,7.19823934608603e-34,FALSE,2.56737203343735e-32
ADAT1,5,chr16_-_75599101,110.092866583264,0.642490931208433,0.380068821290817,-0.262422109917616,0.553459313419665,627.042321707039,1155.65102922099,528.608707513953,105.785451870486,5.76117602349999e-22,FALSE,6.19650925508508e-21
ADAT2,3,chr6_-_143426991,46.4909601017324,0.721425155428025,0.82615753811406,0.104732382686035,0.462786407300591,1226.35262234975,672.011340109166,-554.341282240587,5.14886535461777,0.0761970388478626,FALSE,0.0937879458726369
ADD3,2,chr10_+_110134329,170.452132254943,0.769444986303139,0.69511047299992,-0.0743345133032189,0.999956762877916,284.735441915623,376.538565845099,91.8031239294754,10.7954571520629,0.00101749482512866,FALSE,0.00160309034900951
ADGRA2,2,chr8_+_37843968,75.6608235265986,0.948975988700565,0.930015082956259,-0.0189609057443055,0.189179863723968,40.8059675141243,39.9906485671192,-0.815318947005139,0.0132739497365138,0.908276589339391,TRUE,0.928626773219153
ADGRA3,2,chr4_-_22387376,152.310726517539,0.973025048169557,0.856060606060606,-0.116964442108951,0.0116948069781904,185.847784200385,163.507575757576,-22.3402084428096,6.42189762598033,0.0112721649278479,FALSE,0.0155940828226091
ADGRF5,3,chr6_-_46852602,91.7390449554935,0.772008986076182,0.843962050766524,0.071953064690342,0.999956762877916,189.873834570325,184.164153472397,-5.70968109792776,8.50904114604126,0.0141998969276051,FALSE,0.0193850770639501
ADGRG6,2,chr6_+_142446260,725.520261224543,0.978965948933314,0.970424865414127,-0.00854108351918714,0.0861616654963731,2256.51651229129,2236.82931477956,-19.6871975117265,5.61564922221717,0.0178007853720877,TRUE,0.023973887590967
ADGRL2,5,chr1_+_81992422,98.1293541125529,0.865265562850104,0.738799025561086,-0.126466537289018,0.979598353034188,653.18308765845,519.881030929314,-133.302056729136,40.8310397708639,2.91327170238693e-08,FALSE,7.76288715543721e-08
ADGRL4,8,chr1_-_78890602,809.506485952294,0.569929473178749,0.542809275248064,-0.0271201979306849,0.999956762877916,708.291227833731,715.235415597675,6.94418776394389,65.5381585839747,1.17222760977903e-11,FALSE,4.44672649528646e-11
ADH5,4,chr4_-_99072149,377.539759851127,0.794774812271301,0.813949631304259,0.0191748190329585,0.999956762877916,231.529173248798,208.08283974336,-23.4463335054384,6.54765836089156,0.0878018062287872,FALSE,0.107115787193995
ADK,4,chr10_+_74708538,187.603822460595,0.675656853795831,0.582699445316478,-0.0929574084793539,0.676669739674357,76.1975167351286,101.117037550447,24.9195208153187,33.8142780467356,2.16835233980058e-07,FALSE,5.26272765772482e-07
ADNP,3,chr20_-_50889050,263.033714112213,0.59029412266974,0.64182132500733,0.0515272023375904,0.999956762877916,769.884820619969,837.677608125242,67.7927875052731,16.3771151866039,0.000277814316609122,FALSE,0.000468000990465855
ADNP2,2,chr18_+_80138815,193.726969174893,0.705318468658825,0.81334714668048,0.108028678021655,0.985846000193457,450.273379889316,285.205559872227,-165.067820017089,22.880737575984,1.72370616885652e-06,FALSE,3.78800300422223e-06
ADO,2,chr10_+_62808478,103.147212091612,0.623142011236476,0.627790736836409,0.00464872559993335,0.999956762877916,711.628176832055,716.937021467179,5.30884463512393,0.113353177462406,0.736358415975452,FALSE,0.768040391519942
ADRB1,2,chr10_+_114046902,2.62223021867113,0.666666666666667,0.5,-0.166666666666667,NA,490,367.5,-122.5,6.32210425794854,0.0119242044600128,FALSE,0.0164521149130368
ADSL,6,chr22_+_40366569,471.960650903172,0.805294105300839,0.791797917032754,-0.0134961882680851,0.999956762877916,161.827322878673,200.9544660077,39.1271431290273,20.6674163046446,0.000936015096518518,FALSE,0.00148299966530353
ADSS2,3,chr1_-_244408849,204.913197707348,0.422781316323584,0.544604108247214,0.12182279192363,0.999956762877916,778.257458219443,730.253493961503,-48.0039642579399,50.259601855917,1.21973679659754e-11,FALSE,4.62129826598555e-11
ADTRP,2,chr6_-_11713675,78.7526693204873,0.623088023088023,0.851292104483594,0.228204081395571,0.690034140857671,49.752380952381,19.6294422081656,-30.1229387442153,61.3317993781199,4.82228537981639e-15,FALSE,2.55568770855171e-14
AEBP2,3,chr12_+_19520223,71.1152505900911,0.847737973699849,0.680448992957542,-0.167288980742307,0.396842183781736,188.212107821476,181.836435911146,-6.37567191032943,42.0245805274972,7.48993909653145e-10,FALSE,2.3788414551215e-09
AFAP1,11,chr4_-_7758715,311.185527660927,0.39606602164052,0.414251138761155,0.0181851171206351,0.999956762877916,4058.31233268723,3981.11110663979,-77.2012260474394,62.9635129948967,9.9211203191193e-10,FALSE,3.10805011107796e-09
AFAP1L1,3,chr5_+_149341148,38.5020480990254,0.785921625544267,0.618241197888687,-0.16768042765558,0.571195569856218,313.26366715046,142.553631270625,-170.710035879835,27.3289662817583,1.16302854449733e-06,FALSE,2.61134411980841e-06
AFDN,3,chr6_+_167972022,76.2499709103263,0.719504068462402,0.562275798351424,-0.157228270110978,0.999956762877916,579.081439393939,540.517303850978,-38.5641355429616,25.9558683058315,2.31075983893055e-06,FALSE,4.98282681042494e-06
AFF4,6,chr5_-_132875401,753.211366311521,0.8583284396134,0.874688436881818,0.016359997268418,0.999956762877916,4628.50408988742,4591.85485652807,-36.6492333593496,18.4792511164055,0.00240203005083705,FALSE,0.00363142472484646
AFG1L,2,chr6_+_108522464,12.5647214362471,0.740740740740741,0.82,0.0792592592592594,0.999956762877916,826,573.48,-252.52,0.163938625477087,0.685555906184967,FALSE,0.720623298405133
AFG3L2,3,chr18_-_12328945,147.945721661057,0.696491194584415,0.722461196480063,0.0259700018956477,0.615157381830098,121.027716699751,126.063325794571,5.03560909482016,6.90290102758093,0.0316996222748278,FALSE,0.0414251117788127
AFTPH,2,chr2_+_64592111,150.238296939143,0.669911713863216,0.623020774339194,-0.0468909395240213,0.999956762877916,294.108662947875,335.888490063778,41.779827115903,0.587091780783949,0.443545917640574,FALSE,0.483259474170892
AGA,2,chr4_-_177430777,95.5387578912136,0.560482695428021,0.535999188314583,-0.0244835071134385,0.999956762877916,441.099881301853,421.831361203576,-19.2685200982761,0.0851212039787397,0.770473660283474,FALSE,0.799458206941856
AGAP1,3,chr2_+_236125474,19.9779471952441,0.428395061728395,0.502777777777778,0.0743827160493827,0.999956762877916,624.176590693257,987.063888888889,362.887298195632,4.38568449502007,0.111599105141766,FALSE,0.134039877396903
AGFG1,4,chr2_+_227555121,145.40347246311,0.399171744793865,0.390443907459614,-0.00872783733425031,0.999956762877916,2432.20589032612,2279.79940580071,-152.406484525402,23.5764701610604,3.06185238946066e-05,FALSE,5.76862657225041e-05
AGGF1,5,chr5_+_77065210,45.543105331766,0.599084706056529,0.41989417989418,-0.179190526162349,0.234689819884075,1156.49963814973,975.177142857143,-181.322495292588,45.7578279076464,2.76584914108097e-09,FALSE,8.20892384961669e-09
AGL,2,chr1_+_99924013,226.999078494921,0.80746471026539,0.879561966608907,0.0720972563435168,0.865788076594295,1635.11603828741,1781.11298238304,145.996944095622,23.7823072015661,1.07869461072367e-06,FALSE,2.43166681952455e-06
