featureID,1,2,3,4,5,6
WDR77:chr1_-_111440274,8.93577551348319,8.5673853530847,8.75960804180575,8.76366549800039,8.47985484330844,8.38243500648804
WDR77:chr1_-_111440953,8.71560174591474,8.54957007940387,8.7150542414307,8.77616167664936,8.62108520680552,8.66883873072413
PHTF1:chr1_-_113697210,8.75039112831765,8.84003657350893,8.65881539006377,8.98308712372058,8.75082515009094,9.00605544564631
RSBN1:chr1_-_113765325,8.29957986623476,8.3630997501541,8.47868317871021,8.02980554746302,8.16431733346166,8.07759041235393
AP4B1:chr1_-_113895060,8.10539875599071,8.29283117404508,8.23049410643395,8.39411096465694,8.18434143174536,8.35618020566514
TRIM33:chr1_-_114392795,8.44454481323903,8.24207698785862,8.46688214136862,8.59706541412679,8.52798416641454,8.44286725818584
TRIM33:chr1_-_114395916,8.0543008194336,8.18752482452455,8.00054672430125,8.30687655399767,8.20060928771662,8.01964790170046
TRIM33:chr1_-_114397607,8.22800246113985,8.38881060243484,8.17195446303395,8.23652755387043,8.13673569882024,8.39706045951442
BCAS2:chr1_-_114567562,8.53737555763988,8.51597689982352,8.48452386963305,8.48641802208414,8.50643132975478,8.30901974312682
BCAS2:chr1_-_114567737,8.41231923400557,8.91132817131171,8.75742643000936,8.49312121496963,8.92609255148549,8.6333822532227
NRAS:chr1_-_114704471,9.5905934967242,9.57844407004092,9.55498661143218,9.73114213808164,9.81770849090832,9.67254650775565
NRAS:chr1_-_114706964,8.0543008194336,8.18278553014472,8.0438607217738,8.26369664167628,8.01881113494098,8.48304494226908
CSDE1:chr1_-_114716917,11.029914273338,11.1114961561708,10.790583485236,11.0587576501915,10.87709095882,10.7053305326164
CSDE1:chr1_-_114717295,9.94437257368378,9.85661818364175,9.99159329993124,9.90179387205322,10.0249802416702,9.66423082295154
CSDE1:chr1_-_114718029,9.4475268471892,9.62018713368953,9.77654590675747,9.55405187089753,9.39166054898986,9.65586968296755
SIKE1:chr1_-_114769486,8.17604352492556,8.15367328677415,8.38258398756693,8.28126863923981,8.42410541730434,8.26306484568882
SIKE1:chr1_-_114773476,7.87833150441762,8.00587046990169,8.00054672430125,8.01094155236492,8.12612512218304,8.01964790170046
SIKE1:chr1_-_114774144,8.43180366471124,8.18278553014472,8.14079804277887,8.39785732814433,8.35654351106058,8.47317551057644
MAD2L2:chr1_-_11674481,9.28273016202662,9.01885294475188,9.0971406049546,9.07369622735695,9.04799502070829,8.9522804745236
MTHFR:chr1_-_11785730,7.99860360791862,8.12336726421925,7.97695589591496,8.08298258788568,7.96475157118083,8.16147063970931
MTHFR:chr1_-_11786050,8.07001545456398,7.9867287632944,8.35242990402432,8.04201290965237,8.09708406477484,8.05504774182527
GDAP2:chr1_-_117863486,7.86227702879568,7.99960626451405,8.02268305602476,7.88327041702419,7.83443148053888,7.99453496922808
GDAP2:chr1_-_117870159,7.94645506270322,7.91707271336649,8.00619128155489,8.15864349235863,7.96475157118083,8.03762068908504
KIAA2013:chr1_-_11919592,9.82279043856177,9.58341582246952,9.7626580356546,9.90707572256177,10.0007052799141,9.62318241606961
KIAA2013:chr1_-_11920068,8.60055005065681,8.51908311737027,8.15876281127363,8.73562079436205,8.65330299835123,8.45647084967858
NOTCH2:chr1_-_119912056,8.92616869450013,9.19015549163931,8.7833028113387,9.07936862604115,9.00613104985587,9.27663137851031
SEC22B:chr1_-_120155205,8.53737555763988,8.53749812009777,8.43046652178038,8.55440062541164,8.33805226343102,8.33687740827319
SEC22B:chr1_-_120156017,9.25076242221042,8.76116806957454,8.67792122838098,8.81993219493069,9.25103981339579,8.87189402728683
UBE2J2:chr1_-_1253914,8.81445308456621,8.94224787187498,8.47574801256643,8.727834985095,8.43602711518928,8.77298538428299
UBE2J2:chr1_-_1254902,9.68574609191342,9.88957782915417,9.76862499001135,9.84800582940912,10.0040064449508,9.71922146003285
ACAP3:chr1_-_1292871,7.93088758576395,7.8812591227216,8.06432008469082,7.90913915017385,7.88793812982286,7.88182350367658
DVL1:chr1_-_1335279,8.90079031338063,9.14826096711195,9.10513515525779,9.06609059305347,9.07843738967153,9.19282211922562
DVL1:chr1_-_1335324,8.19378620510278,7.95147003591638,7.87678393468174,8.11633855574217,8.13321533994625,7.88182350367658
CCNL2:chr1_-_1386496,8.02721194230423,7.97325934416268,8.01725221155612,8.19864388128125,8.12255502666882,8.08860042829209
CCNL2:chr1_-_1386713,8.27256039956129,8.32092410296819,8.43356197141975,8.49977352042427,8.54486221073479,8.32108256549105
MRPL20:chr1_-_1401913,10.1333818119894,10.3195911046666,9.8318638898257,10.1725718213246,10.3811123397566,10.045559309116
MRPL20:chr1_-_1401949,8.388987691917,8.56148503684138,8.49895676805314,8.34374454543521,8.37461090240044,8.16641398130215
MRPL20:chr1_-_1402039,8.02721194230423,8.30096434791042,8.22646738448364,8.50637596529991,8.32457005830194,7.89555515175276
RNF115:chr1_-_145744434,8.72966244964102,8.44469732760593,8.56249553702654,8.67979777239017,8.38223042975856,8.26736145032082
RNF115:chr1_-_145745477,7.95369895480362,7.99323133121965,7.95774340763378,8.07727551183259,8.09708406477484,8.19538069094607
RNF115:chr1_-_145746279,8.09044037180321,7.95899431437906,7.98898062375282,8.20830355726738,8.03527383668319,7.84332269958026
RNF115:chr1_-_145746467,8.06481717305678,8.12336726421925,8.2733811062876,8.28126863923981,8.16769359069999,8.03762068908504
RBM8A:chr1_-_145921561,8.10044547051786,8.04747958700469,8.03864040747705,8.15348426013273,8.08589972595743,8.09944985785762
RBM8A:chr1_-_145922942,8.72031065336499,8.60767928915904,8.58620624964358,8.4199819006517,8.46396834650987,8.18585529798463
RBM8A:chr1_-_145923649,8.49069382071239,8.78969559840269,8.44583071973318,8.56370886825717,8.55318536946499,8.74608765502505
RBM8A:chr1_-_145925724,10.2824493706601,10.3116650633324,10.2685163023443,10.1734714962054,10.2559942558315,10.473305834865
LIX1L:chr1_-_145933424,9.25516771540776,9.40832316739189,9.47402134138748,9.43124752075725,9.45036594279741,9.40889484000042
LIX1L:chr1_-_145935998,8.25264184998871,8.04172781022804,8.1806168555317,7.97732595802362,8.20381882857158,8.21405864715886
LIX1L:chr1_-_145936180,8.26861940113222,8.19223276459973,8.0792712512076,8.08864572298629,7.97921809077908,8.35998445899752
TXNIP:chr1_-_145992444,8.58447720325323,8.62166529481946,8.29576726360466,8.70942904037609,8.36174776738451,8.18585529798463
TXNIP:chr1_-_145993332,8.36147012818253,8.37422006866981,8.40207460927825,8.43082562180195,8.34072080443694,8.57318693673789
PRKAB2:chr1_-_147155108,8.17153799980398,8.29690871208064,8.43664600584734,8.43082562180195,8.33805226343102,8.25002267815227
GJA5:chr1_-_147756200,9.86498808548523,9.72544753116288,9.92992436857306,9.58418151220646,9.65992714716554,9.81724162981627
GJA5:chr1_-_147757095,8.37190061008458,8.42417979824051,8.0333729547873,8.39411096465694,8.07071840355724,8.32902035835807
OTUD7B:chr1_-_149940335,7.86227702879568,8.11298950387835,8.02268305602476,7.98434444695764,8.03527383668319,8.09944985785762
OTUD7B:chr1_-_149941263,8.08538723881599,8.18278553014472,8.13623857298983,8.19864388128125,8.12255502666882,8.33687740827319
ANP32E:chr1_-_150218425,8.50848777364229,8.54957007940387,8.39885851268225,8.56679091553982,8.32184512936258,8.62501194056764
ANP32E:chr1_-_150218555,8.45709635789202,8.54957007940387,8.61943688077977,8.56986276870109,8.68267883614039,8.42904036399611
ANP32E:chr1_-_150220379,8.01598935410829,8.1586068982519,8.28091783041683,8.08298258788568,8.07834872504267,8.18585529798463
APH1A:chr1_-_150265406,11.0518827644519,10.5651718918768,10.0775426109091,10.6483120626547,10.5628008145688,10.6700780857415
MCL1:chr1_-_150574561,11.0518827644519,11.4503027574169,11.2249979186589,11.6478051494552,11.4350932267937,11.4451776147231
MCL1:chr1_-_150575963,8.94340132026526,8.91132817131171,9.01236024785481,8.98308712372058,8.86579704787245,8.80856182175826
MCL1:chr1_-_150577197,7.95369895480362,8.05882872985616,8.05417056493459,8.23652755387043,8.07834872504267,8.25002267815227
GOLPH3L:chr1_-_150646230,8.63958543399354,8.89021887073133,8.74202226447431,8.58808485542196,8.80510307783021,8.40785926530637
GOLPH3L:chr1_-_150647061,8.07517577094512,7.99960626451405,8.02268305602476,8.462540485567,8.11174316408415,8.06075289386564
GOLPH3L:chr1_-_150647903,8.02721194230423,8.01811788043268,7.88986338776275,7.84416587767012,7.97921809077908,7.96002119412684
CTSS:chr1_-_150732382,8.21959987903229,7.91707271336649,7.87678393468174,7.98434444695764,8.01881113494098,7.96732479435777
ARNT:chr1_-_150810098,8.78402471401485,8.49072763564562,8.52435591500635,8.42361222659611,8.45937485328251,8.38243500648804
CERS2:chr1_-_150965187,8.63447152766071,8.67566405287092,8.78117125849694,8.88009502578246,9.00078955894411,8.60519216583903
CDC42SE1:chr1_-_151050989,9.09941445187156,9.24024853743306,9.36886636326366,9.26463848758333,9.1093411586592,9.39751075228127
CDC42SE1:chr1_-_151052661,8.52593173451915,8.33265512712619,8.41796829094774,8.12713914372897,8.2912108155811,8.54004475912472
SEMA6C:chr1_-_151131708,8.52015482643995,8.20617299647975,8.24638134822897,8.13778820514347,8.22278019458748,8.17132392128998
SEMA6C:chr1_-_151132057,8.00448326898832,8.40314226725371,8.01725221155612,8.08298258788568,7.93215378945472,7.99453496922808
VPS72:chr1_-_151176463,9.54721662004631,9.45378737779129,9.77160000296536,9.3343492596627,9.55666290876072,9.27819147795675
PI4KB:chr1_-_151291805,8.16700413337001,7.96624266616389,8.21834599184955,8.25023803042748,8.03120598825152,8.19063391721486
PI4KB:chr1_-_151292132,8.63447152766071,8.90082475732681,8.87301997258058,8.79095871320301,8.87782901812043,8.92334630470728
RFX5:chr1_-_151341961,8.13919664143413,8.14870656706406,7.98898062375282,8.08298258788568,7.93806675980922,8.51516105962619
POGZ:chr1_-_151402724,8.10044547051786,8.62720299761862,8.60424370189533,8.50637596529991,8.61722295409011,8.51516105962619
THEM4:chr1_-_151873584,8.15323093421666,8.07550298780779,7.95091934387115,7.97011048982272,8.53223325468777,7.9273538593539
THEM4:chr1_-_151874057,8.42211870191981,8.16350762025317,8.08906988927619,8.40899418859739,8.29404748525124,8.34465578979859
S100A16:chr1_-_153606889,12.8582742837219,12.6015657703472,12.5877500014311,12.2130757967749,12.5746601713419,12.2774996887639
S100A16:chr1_-_153606937,8.36147012818253,8.32092410296819,8.70359911459936,8.35170469837935,8.52157269027612,8.31708271991594
ILF2:chr1_-_153662034,9.78760055367483,9.87832363029468,9.89085823241477,9.84142892601192,9.74971336253001,9.74090906815172
JTB:chr1_-_153974271,8.16244177473702,7.97325934416268,8.08906988927619,8.02980554746302,8.35130466856002,7.99453496922808
JTB:chr1_-_153974512,10.5283102397208,10.6806902009787,10.8565462520645,10.8034343627592,10.7983317381335,10.5495276645428
RAB13:chr1_-_153981654,9.65505463462144,9.76231548846182,9.65755788563166,9.75568151760259,9.24667172775216,9.79330180821885
RAB13:chr1_-_153981973,9.09609017012182,9.38289260823676,9.10354048430266,9.09436439594703,9.34671954170039,9.20936845173759
SSU72:chr1_-_1541674,9.68899835853028,9.78750865261405,9.6650039723137,9.75799866374833,9.53459099083823,9.67373078712097
SHE:chr1_-_154479485,8.73198682691383,8.64904070069578,8.7833028113387,8.57597625799266,8.58974032858383,8.35618020566514
UBE2Q1:chr1_-_154548578,8.72265680753898,8.56443988930619,8.50181508343263,8.69067593879035,8.48210068667162,8.82245740540316
UBE2Q1:chr1_-_154549985,9.74535626765885,9.65015987352047,9.75266246567638,9.68936300624065,9.79161229330755,9.78891003288309
ADAR:chr1_-_154582062,9.24781728211049,9.12590278165067,9.46068600451411,9.32660669826338,9.24885759939671,9.30290758350859
ADAR:chr1_-_154582292,8.1152095263634,8.14870656706406,8.02268305602476,7.97011048982272,8.2826359581093,8.14135895127882
PBXIP1:chr1_-_154944085,9.05545906035145,9.09603203561968,8.56249553702654,8.84347772000512,8.79220564877844,8.61656799627457
SHC1:chr1_-_154962299,11.0198436619487,11.2305747665363,11.2232481887204,11.2060122413735,11.1800634429042,11.2326423991166
SHC1:chr1_-_154963330,8.14390407497415,8.10246831709356,8.00054672430125,8.08298258788568,8.28836340646671,8.43598233305681
ASH1L:chr1_-_155335270,8.30712494978141,8.4310750669682,8.10353082681064,8.6660282678197,8.276864302596,8.30087047148001
RIT1:chr1_-_155897810,8.42211870191981,8.22434804084195,8.09392114629609,8.35958498778948,8.14719902775449,7.93620208158412
RIT1:chr1_-_155900102,8.66226939623254,8.49710804287794,8.23848108100491,8.35170469837935,8.69347174487468,8.42904036399611
MEX3A:chr1_-_156072015,8.95849776990349,8.98609620742,8.74202226447431,8.9306457980859,8.83666468480875,8.73362121481834
MEX3A:chr1_-_156073738,8.21536158574599,8.31300275809565,8.35923057384528,8.34773473563279,8.35392845029298,8.27588063967499
MEX3A:chr1_-_156074423,8.42211870191981,8.54053113814654,8.50466416903322,8.46599234254662,8.26223605385607,8.43943184837414
MEX3A:chr1_-_156076491,8.49666520107038,8.47130131381962,8.34556986989351,8.23652755387043,8.25630274354661,8.13109658818218
ISG20L2:chr1_-_156721899,8.96410674472812,8.74169611978384,9.08423754285897,8.97898084867133,8.86730845650838,8.93376701091301
ISG20L2:chr1_-_156722242,8.25264184998871,8.22434804084195,8.33864911410555,8.00447369461366,8.07071840355724,8.36377048853813
ISG20L2:chr1_-_156722280,9.18436207773933,9.0207509977779,9.29544238304558,9.29994661465922,9.012773100451,9.07405091428982
ISG20L2:chr1_-_156722622,8.86871858073278,8.72933266301577,8.92641773132259,9.06609059305347,8.63448197572491,8.97849164134971
PIGM:chr1_-_160024958,7.9865329694828,8.10246831709356,7.96433577791472,8.07727551183259,8.14719902775449,8.03762068908504
PIGM:chr1_-_160029416,8.40240161530504,8.29690871208064,8.32461977211061,8.33570240519794,8.31636609140038,8.45647084967858
PIGM:chr1_-_160029802,8.60055005065681,8.46802075200147,8.66602394801267,8.69607032381384,8.80670403101067,8.59945293210717
PIGM:chr1_-_160029911,8.32932264876362,8.26364917841263,8.15431221543343,8.10538255145695,8.14372744707124,8.15148292198408
PIGM:chr1_-_160030225,7.87833150441762,7.92654827421324,8.02805511704958,8.02359814069857,7.98386155817561,7.94452810301535
DCAF8:chr1_-_160215721,8.81872813080891,8.55256331982618,8.30308361505081,8.66325093883713,8.6094513445222,8.43598233305681
DCAF8:chr1_-_160216661,8.36843897174766,8.09179896006099,8.11302025248488,8.32757606865407,8.15751762482213,8.36377048853813
PEX19:chr1_-_160276808,7.97394238724002,8.09715250771095,8.1806168555317,8.27691441847919,7.94374857715365,8.09944985785762
PEX19:chr1_-_160276877,8.55427553177452,8.31300275809565,8.58880414816019,8.35170469837935,8.85668337807758,8.31708271991594
PEX19:chr1_-_160278481,8.44770018058811,8.33652623790321,8.67080023571122,8.32757606865407,8.44778156230228,8.27163326470024
COPA:chr1_-_160288602,8.29195876462414,8.30901108492255,8.30308361505081,8.11633855574217,8.37205485035189,8.08860042829209
COPA:chr1_-_160288989,8.20680927742785,8.64633783271753,8.25807404688519,8.44153024047935,8.4192884742877,8.53079370127805
COPA:chr1_-_160289154,8.56812522203345,8.48430034154579,8.65881539006377,8.6000401393827,8.59767386843278,8.48630996820737
COPA:chr1_-_160289278,10.0103716070238,10.0245586211728,9.99332186197713,10.0023364882183,9.86506929958909,9.98433409041263
COPA:chr1_-_160289610,9.54959402952171,9.37717795606307,9.93530186032149,9.89543291426053,9.75048521522908,9.82478392792206
COPA:chr1_-_160289756,8.00448326898832,7.95899431437906,7.90114236895346,7.89718553778792,7.85228287727975,7.9178228189487
F11R:chr1_-_160996195,9.35402653951142,9.24657248468942,9.05634510453971,9.35731785115239,8.90295930100675,9.20442712745545
F11R:chr1_-_160996949,7.98031154305279,7.99960626451405,7.98898062375282,7.93841367266701,8.19089320585868,7.90735950633989
F11R:chr1_-_160997695,8.80585002278886,8.8197350639255,8.64178452475918,8.96449004970261,8.62108520680552,8.72099818878901
F11R:chr1_-_160997981,8.36496220217319,8.37053053241542,8.08906988927619,8.11633855574217,8.35914992552115,8.27163326470024
F11R:chr1_-_160998283,8.2957789384374,8.17321119915756,7.99481380058281,8.09984475334366,8.00608173016232,8.28430344109295
DEDD:chr1_-_161120981,7.99262491920918,8.02412062574475,7.95091934387115,7.94688335512627,8.03931266740409,7.88182350367658
DEDD:chr1_-_161121332,8.73661950964108,8.63818362331859,8.28091783041683,8.50637596529991,8.66810133251916,8.49603241919299
DEDD:chr1_-_161121649,8.25264184998871,8.07550298780779,8.34211716884741,8.31106151957724,8.21019506624818,8.12591272199868
EPHA2:chr1_-_16124338,9.68248693794202,9.70496390277137,9.58996159920847,9.84909936401221,9.94286953291011,9.40036544054005
CCDC190:chr1_-_162853822,8.10044547051786,7.89491875576044,8.06432008469082,8.01094155236492,8.18762485866433,8.23226354884824
CCDC190:chr1_-_162854297,8.04361235900964,7.93534108308737,8.26193063665335,8.13248240688905,8.25032116729864,8.42904036399611
RGS5:chr1_-_163142299,9.14021582627621,8.75147887704597,9.15202826049752,9.23835232172101,9.06458200443473,9.30137613683261
RGS5:chr1_-_163145658,8.3753472874203,8.2762959078551,8.21425071555704,8.21308499389917,8.39725655584788,8.21865312408395
RGS5:chr1_-_163145894,11.1415638550257,11.1531952063315,10.6452255838331,10.9768630885341,11.0852029755139,10.801706874803
RGS5:chr1_-_163146259,11.7712755641142,11.8566813181732,11.6643442566342,11.7645645125041,11.8920632619868,11.7921393208861
RGS5:chr1_-_163146847,9.31394683336828,9.60802974435849,9.49795595214858,9.4863462451176,9.55841449887328,9.45353561177484
ALDH9A1:chr1_-_165662216,9.07594829076649,9.18850633193824,9.08098989756508,8.91550713234249,8.98189480038112,8.87846095762122
ALDH9A1:chr1_-_165662583,8.31086957772521,8.42417979824051,8.39238791866277,8.20349001928885,8.44074861499322,8.6553544638127
TMCO1:chr1_-_165726801,8.07517577094512,8.01203740940784,8.14983467178005,8.01731292451782,8.04730876282826,7.88182350367658
TMCO1:chr1_-_165727014,8.27648060042903,8.21076002810353,8.35583757641619,8.17892310272168,8.15751762482213,8.1464380930967
TMCO1:chr1_-_165727444,8.40902667411015,8.34037815012776,8.65640063014602,8.33164990296897,8.6094513445222,8.46319185334929
TMCO1:chr1_-_165727542,8.71087049283067,8.55852071350025,8.82503650444216,8.7835868173685,8.85668337807758,8.64990798495527
CREG1:chr1_-_167541016,8.54586462574832,8.37789264371946,8.63932690535913,8.48641802208414,8.42410541730434,8.57908749226476
MPC2:chr1_-_167918073,9.0860616842693,9.00162806836076,9.2788786491074,9.11101365020751,9.06963908925405,9.01959207984359
GPR161:chr1_-_168079543,8.07517577094512,8.20155640240439,8.32461977211061,8.11633855574217,8.00608173016232,8.19538069094607
GPR161:chr1_-_168080883,8.30712494978141,8.17801442847282,8.69433882252344,8.24569642025701,8.51942530919406,8.25874309308597
GPR161:chr1_-_168084761,7.97394238724002,7.97325934416268,7.87678393468174,8.1430569006571,8.14023970159221,8.12069324219459
GPR161:chr1_-_168085254,7.95369895480362,7.99323133121965,8.15431221543343,8.02980554746302,8.00175024857625,8.04348470714488
SCYL3:chr1_-_169853090,8.02163276346539,8.07550298780779,8.01725221155612,7.92942160329962,8.01036666705035,8.06075289386564
KIFAP3:chr1_-_169921337,8.43500714547075,8.34037815012776,8.65640063014602,8.52910596242657,8.40220402758756,8.44628871473465
VAMP4:chr1_-_171703802,7.92237602705224,7.93534108308737,7.94381950549346,7.94688335512627,7.93215378945472,7.96732479435777
TNFSF4:chr1_-_173183735,8.98260377111702,9.17856578002576,8.88275032358431,8.98717856589323,9.29815557525552,9.02534517122802
TNFSF4:chr1_-_173186157,8.49069382071239,8.59634091825342,8.73757759396882,8.56679091553982,8.66073027247447,8.59945293210717
MRPS14:chr1_-_175014409,9.43601244281248,8.93408703732218,9.06955280780905,9.16140170759741,9.09337060860791,9.23217910690053
MRPS14:chr1_-_175014493,8.24859263308711,8.20617299647975,8.17195446303395,8.09984475334366,7.87782845357307,7.84332269958026
KIAA0040:chr1_-_175157538,8.02721194230423,8.19223276459973,7.87678393468174,8.01094155236492,7.91251322319592,7.88182350367658
GNB1:chr1_-_1785287,11.0863160835028,11.1068632628674,10.9699176048924,10.9360185340095,10.8498402162249,11.1533290003275
GNB1:chr1_-_1785794,10.1740888080118,10.2144782981886,10.2626271249614,10.1288218353124,10.144392532915,10.2941930539172
GNB1:chr1_-_1786752,9.87175382415464,9.68768465765637,9.98466096668801,9.74053595643885,9.69710874419176,9.57341661678555
ABL2:chr1_-_179099409,9.2073877792227,9.40832316739189,9.31721353173701,9.1649232712422,9.32317099069141,9.31812707325992
ABL2:chr1_-_179101395,9.50620102472238,9.61412069681239,9.91277798918204,9.60094586614701,9.47002791550193,9.70072044374697
ABL2:chr1_-_179102033,9.52564548755008,9.76121093630488,9.80298949989641,9.68330129345655,9.78634112681607,9.75107790540378
ABL2:chr1_-_179107601,8.3990688307005,8.21076002810353,8.25807404688519,8.25923772862825,8.5107837793042,8.5214468538371
TOR1AIP2:chr1_-_179840919,8.78842684264305,8.76116806957454,8.81888218498796,8.6687977164644,8.56960932551538,8.71078374372681
TOR1AIP2:chr1_-_179841090,8.5626102051387,8.67828690676894,8.46688214136862,8.81276416485707,8.50861022400541,8.66346738971812
TOR1AIP2:chr1_-_179843940,8.28038027415656,8.14870656706406,7.93638599726219,8.31106151957724,8.09708406477484,8.50245472195762
TOR1AIP2:chr1_-_179844175,8.26465732980924,8.18278553014472,8.32461977211061,8.01094155236492,8.01036666705035,8.13624521831939
STX6:chr1_-_180973029,8.54586462574832,8.29283117404508,8.42735954422097,8.66046567532777,8.49766164690234,8.76571985664051
STX6:chr1_-_180974968,8.15785076472145,8.20617299647975,8.21013197460279,8.37894952197226,8.07071840355724,8.18104435675488
STX6:chr1_-_180975987,8.28425968632831,8.66775307683771,8.36597319176392,8.17390636059795,8.54276952807053,7.98797683070103
GLUL:chr1_-_182382895,8.83355477831125,8.75390986074847,8.66841501050547,8.7199882292092,8.51511501341072,8.86528661696222
GLUL:chr1_-_182384286,7.90305553200691,8.10246831709356,8.31750822926172,7.95494043947058,8.05911566064328,7.96732479435777
ARPC5:chr1_-_183626199,10.6990791072537,10.563102714344,10.7038272673938,10.8791273563334,10.5651930229106,10.9984571055141
ARPC5:chr1_-_183627332,8.76172605788644,8.57324843773105,8.86320053147008,8.70143543312215,8.72689366927463,8.86749362367907
ARPC5:chr1_-_183627383,10.4302464758642,10.4963252670942,10.4710145267761,10.2439652696848,10.5837449577004,10.645527208681
TRMT1L:chr1_-_185118088,8.05957950985919,7.84299470420956,8.16318661914414,7.92942160329962,7.83443148053888,7.89555515175276
TRMT1L:chr1_-_185119035,8.40902667411015,8.47456942900427,8.46092031535828,8.40529873663072,8.59767386843278,8.29263252809806
IVNS1ABP:chr1_-_185296392,8.15323093421666,8.26788877310437,8.47868317871021,8.18885177314762,8.29687351670915,8.3787368044961
IVNS1ABP:chr1_-_185296912,8.06481717305678,8.12336726421925,8.20182283783559,8.09984475334366,8.05126837907618,7.98797683070103
IVNS1ABP:chr1_-_185297766,8.44770018058811,8.44806870765645,8.68967594069229,8.69337681498479,8.96406275431189,8.39706045951442
TPR:chr1_-_186313830,9.2073877792227,8.80597859449934,9.21920592897992,9.02533294633416,9.14422794882465,8.64717323354333
PTGS2:chr1_-_186671838,9.385004311409,9.62863941669266,9.57426814053819,9.77984287775914,9.89353653323975,9.73977510443742
PTGS2:chr1_-_186672096,7.90305553200691,8.18752482452455,8.31392756761431,8.04201290965237,8.08213393371734,8.11014569528095
PTGS2:chr1_-_186673730,8.04897918372905,8.20155640240439,8.10829033805119,8.11633855574217,8.25630274354661,8.33687740827319
IFFO2:chr1_-_18904286,8.37877917111043,8.56443988930619,8.48452386963305,8.37126012432512,8.9374790404025,8.64443073805996
EMC1:chr1_-_19215663,8.36843897174766,8.10246831709356,8.06432008469082,8.22724156418667,8.2382093143179,8.17132392128998
EMC1:chr1_-_19218091,8.26861940113222,8.65173605219775,8.42111054588653,8.85965272641842,8.63827561615126,8.82245740540316
EMC1:chr1_-_19218207,8.11031994784131,8.11298950387835,8.06933892296261,8.09426610444546,8.24429035579371,8.38243500648804
EMC1:chr1_-_19218961,9.16720510196896,9.11018074401619,9.24938350021712,8.96864934898238,9.22794174630431,8.71334718473147
UCHL5:chr1_-_193015484,8.5626102051387,8.52526340167651,8.44278027145723,8.53230658687712,8.72862207276565,8.33687740827319
AKR7A2:chr1_-_19303970,9.20434172315519,9.42640771804537,9.16727030913548,9.32038081101158,8.79220564877844,9.35102212757233
CAPZB:chr1_-_19338780,12.0762877089332,11.8847490124164,11.7501088856387,11.9709451099566,12.0619342064257,11.587626176955
CAPZB:chr1_-_19339104,8.89286122116914,8.81516971349051,8.72186461470274,8.40529873663072,8.65516514338811,8.74608765502505
CAPZB:chr1_-_19339357,8.95662184864413,8.54355407722502,8.73757759396882,8.6687977164644,8.41686944782221,8.70821368088573
ASPM:chr1_-_197084128,7.87833150441762,7.90666487929917,8.0438607217738,7.94688335512627,8.13321533994625,8.03169657456948
